date,brand,product,sales_units,avg_price,year,month,quarter,is_holiday,is_launch_month,search_volume,social_engagement,sentiment_score,competitor_activity,price_index,day_of_month,day_of_year,week_of_year,is_quarter_start,is_quarter_end,is_year_start,is_year_end,month_sin,month_cos,quarter_sin,quarter_cos,sales_units_lag_1,sales_units_lag_2,sales_units_lag_3,sales_units_lag_6,sales_units_lag_12,sales_units_rolling_mean_3,sales_units_rolling_std_3,sales_units_rolling_min_3,sales_units_rolling_max_3,sales_units_rolling_mean_6,sales_units_rolling_std_6,sales_units_rolling_min_6,sales_units_rolling_max_6,sales_units_rolling_mean_12,sales_units_rolling_std_12,sales_units_rolling_min_12,sales_units_rolling_max_12,sales_units_mom_growth,sales_units_mom_diff,sales_units_yoy_growth,sales_units_yoy_diff,sales_units_momentum_3m,sales_units_momentum_6m,sales_units_cv_3m,sales_units_cv_6m,sales_units_range_3m,sales_units_same_month_ly,sales_units_seasonal_avg,sales_units_seasonal_ratio,search_volume_lag_1,search_volume_rolling_mean_3,search_volume_growth,social_engagement_lag_1,social_engagement_rolling_mean_3,sentiment_lag_1,sentiment_rolling_mean_3,competitor_activity_lag_1,price_index_lag_1,price_change,search_sentiment_interaction,holiday_search_interaction,launch_sentiment_interaction,price_search_interaction,brand_total_sales,product_share_of_brand,product_rank_in_brand,sales_units_cumsum,sales_units_cumsum_ma_3
2018-11-01,Apple,Apple Airpods Headphones,1601.0,147.0,2018,11,4,1,0,45.35376781396119,9216.556384955033,0.6146208966500991,4.779841954161183,1.0,1,305,44,0,0,0,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1416.0,1401.0,1265.0,1027.0,1044.0,1472.6666666666667,111.3926987433796,1401.0,1601.0,1382.6666666666667,124.77606608106638,1265.0,1601.0,1264.2727272727273,179.88167828274837,1027.0,1601.0,0.13064971751412435,185.0,-0.22030651340996166,-230.0,336.0,574.0,0.0755888025854193,0.09017783624264011,200.0,1044.0,1928.0,0.8299637117677553,38.37361368677446,36.82533776251937,0.18189983836712398,7973.367219114862,9393.083705579467,0.44516768090366415,0.5166531311456201,4.94265574003021,1.0,0.0,27.875373440277233,45.35376781396119,0.0,45.35376781396119,10597.0,0.15106623891300244,2.0,13907.0,12367.666666666666
2018-12-01,Apple,Apple Airpods Headphones,1908.0,147.0,2018,12,4,1,0,0.0,9993.017100664674,0.6754200916011237,5.2708373508388195,1.0,1,335,48,0,1,0,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1601.0,1416.0,1401.0,1347.0,1044.0,1641.6666666666667,248.50821582662675,1416.0,1908.0,1476.1666666666667,244.98768676540993,1265.0,1908.0,1317.9166666666667,252.8792231780846,1027.0,1908.0,0.19175515302935664,307.0,-0.22030651340996166,-230.0,507.0,561.0,0.15128341060874193,0.16584972589331598,492.0,1044.0,2196.0,0.868456986800182,45.35376781396119,27.909127166911883,-1.0,9216.556384955033,9060.980234911522,0.6146208966500991,0.5784028897182957,4.779841954161183,1.0,0.0,0.0,0.0,0.0,0.0,10612.0,0.1797795156883068,2.0,15815.0,14009.333333333334
2019-01-01,Apple,Apple Airpods Headphones,814.0,150.0,2019,1,1,0,0,6.93297357569628,4711.961126077924,0.3015697932766388,3.44912876286042,1.0204081632653061,1,1,1,1,0,1,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1908.0,1601.0,1416.0,1266.0,1044.0,1441.0,564.2774140438371,814.0,1908.0,1400.8333333333333,363.4112913307271,814.0,1908.0,1298.75,282.5082862823352,814.0,1908.0,-0.5733752620545074,-1094.0,-0.22030651340996166,-230.0,-602.0,-452.0,0.391315821112231,0.25924001283846904,1094.0,1044.0,1134.5,0.7168648172611185,0.0,17.42891379655249,inf,9993.017100664674,7973.844870565877,0.6754200916011237,0.5305369271759539,5.2708373508388195,1.0,0.020408163265306145,2.0907754080151264,0.0,0.0,7.074462832343142,1193.0,0.6817420435510888,1.0,16629.0,15450.333333333334
2019-02-01,Apple,Apple Airpods Headphones,1012.0,150.0,2019,2,1,0,0,17.71908736448539,7911.914666345817,0.45017915033760186,5.9968177586913285,1.0204081632653061,1,32,5,0,0,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,814.0,1908.0,1601.0,1265.0,1065.0,1244.6666666666667,582.9316712388625,814.0,1908.0,1358.6666666666667,395.5783950959236,814.0,1908.0,1294.3333333333333,286.8754349042719,814.0,1908.0,0.2432432432432432,198.0,-0.04976525821596245,-53.0,-589.0,-253.0,0.4679676247569139,0.29093777526054687,1094.0,1065.0,1155.0,0.8754325259515571,6.93297357569628,8.217353646727224,1.5557702147603898,4711.961126077924,7538.964297696138,0.3015697932766388,0.4757230117384548,3.44912876286042,1.0204081632653061,0.0,7.97676369450177,0.0,0.0,18.08070139233203,1451.0,0.696969696969697,1.0,17641.0,16695.0
2019-03-01,Apple,Apple Airpods Headphones,1322.0,150.0,2019,3,1,0,0,30.859690764829207,4011.830829340572,0.47805540338981894,5.159218461560148,1.0204081632653061,1,60,9,0,1,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1012.0,814.0,1908.0,1401.0,1149.0,1049.3333333333333,256.0494743859735,814.0,1322.0,1345.5,395.2021001968487,814.0,1908.0,1308.75,283.231715288833,814.0,1908.0,0.30632411067193677,310.0,0.1505657093124455,173.0,-586.0,-79.0,0.2437792520336149,0.2935032307440391,508.0,1149.0,1371.0,0.9635568513119533,17.71908736448539,18.503917235003627,0.7416072357474635,7911.914666345817,5545.2355405881035,0.45017915033760186,0.4099347823346866,5.9968177586913285,1.0204081632653061,0.0,14.752641917065496,0.0,0.0,31.489480372274702,1860.0,0.7103707684040839,1.0,18963.0,17744.333333333332
2019-04-01,Apple,Apple Airpods Headphones,1519.0,150.0,2019,4,2,1,0,23.975889748430742,11477.036593129518,0.5629903234914239,5.582732551946311,1.0204081632653061,1,91,14,1,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1322.0,1012.0,814.0,1416.0,1326.0,1284.3333333333333,255.59016673834142,1012.0,1519.0,1362.6666666666667,401.0704011350958,814.0,1908.0,1324.8333333333333,289.70606838760915,814.0,1908.0,0.14901664145234483,197.0,0.145550527903469,193.0,705.0,103.0,0.19885127080265153,0.2941117583488847,507.0,1326.0,1437.5,1.0559610705596107,30.859690764829207,24.184889292581783,-0.22306772510643347,4011.830829340572,7800.260696271968,0.47805540338981894,0.49707495907294824,5.159218461560148,1.0204081632653061,0.0,13.498193925463736,23.975889748430742,0.0,24.465193620847696,2212.0,0.6863985539990962,1.0,20482.0,19028.666666666668
2019-05-01,Apple,Apple Airpods Headphones,1365.0,150.0,2019,5,2,0,0,19.33885350029099,8794.25255053419,0.4352958935901954,3.747746592784723,1.0204081632653061,1,121,18,0,0,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1519.0,1322.0,1012.0,1601.0,1027.0,1402.0,103.58088626768837,1322.0,1519.0,1323.3333333333333,384.241417167211,814.0,1908.0,1353.0,274.1290339835007,814.0,1908.0,-0.10138248847926268,-154.0,0.3291139240506329,338.0,353.0,-236.0,0.07382814416798886,0.29013950453099246,197.0,1027.0,1344.6666666666667,1.0143671042853604,23.975889748430742,24.724811337850312,-0.1934041362716581,11477.036593129518,8094.37332433476,0.5629903234914239,0.49211387349047947,5.582732551946311,1.0204081632653061,0.0,8.418123515419044,0.0,0.0,19.733523979888766,2005.0,0.6804586241276172,1.0,21847.0,20430.666666666668
2019-06-01,Apple,Apple Airpods Headphones,1167.0,150.0,2019,6,2,0,0,19.467746015147227,5366.328949447605,0.4134583605199373,3.6178624529974526,1.0204081632653061,1,152,22,0,1,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1365.0,1519.0,1322.0,1908.0,1347.0,1350.3333333333333,176.45773809423372,1167.0,1519.0,1199.8333333333333,256.63157768806786,814.0,1519.0,1338.0,279.36193532600487,814.0,1908.0,-0.1450549450549451,-198.0,-0.13363028953229394,-180.0,-155.0,-741.0,0.13058046726262978,0.21371123749179838,352.0,1347.0,1332.1666666666667,0.8753594199274909,19.33885350029099,20.92749642128965,0.0066649512006642375,8794.25255053419,8545.872697703771,0.4352958935901954,0.47058152586718555,3.747746592784723,1.0204081632653061,0.0,8.049102350441315,0.0,0.0,19.865046954231865,1700.0,0.6860670194003528,1.0,23014.0,21781.0
2019-07-01,Apple,Apple Airpods Headphones,1220.0,150.0,2019,7,3,1,0,6.0323649015741685,5797.100260795662,0.4736020366905123,6.048540977683799,1.0204081632653061,1,182,27,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,1167.0,1365.0,1519.0,814.0,1266.0,1250.6666666666667,102.50040650325873,1167.0,1365.0,1267.5,175.13737465201444,1012.0,1519.0,1334.1666666666667,280.7518585167444,814.0,1908.0,0.045415595544130216,53.0,-0.0363349131121643,-46.0,-299.0,406.0,0.08189113701991377,0.13806651529524197,198.0,1266.0,1386.8333333333333,0.8790680917497299,19.467746015147227,14.946321472337461,-0.6901354221037926,5366.328949447605,6652.560586925818,0.4134583605199373,0.44078543026688166,3.6178624529974526,1.0204081632653061,0.0,2.8569403034458882,6.0323649015741685,0.0,6.155474389361396,1722.0,0.7080673244341266,1.0,24234.0,23031.666666666668
2019-08-01,Apple,Apple Airpods Headphones,1009.0,150.0,2019,8,3,0,0,11.465431180817845,8206.236317814079,0.2909739690071153,4.257150760937318,1.0204081632653061,1,213,31,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,1220.0,1167.0,1365.0,1012.0,1265.0,1132.0,109.76793703081084,1009.0,1220.0,1267.0,176.01477210734353,1009.0,1519.0,1312.8333333333333,295.8079331818762,814.0,1908.0,-0.1729508196721311,-211.0,-0.20237154150197634,-256.0,-356.0,-3.0,0.09688255695570241,0.13881291175658006,211.0,1265.0,1305.1666666666667,0.7724894730126324,6.0323649015741685,12.321847365846414,0.9006527900568311,5797.100260795662,6456.555176019115,0.4736020366905123,0.3926781220725217,6.048540977683799,1.0204081632653061,0.0,3.336142017060505,0.0,0.0,11.699419572263107,1448.0,0.6963423050379572,1.0,25243.0,24163.666666666668
2019-09-01,Apple,Apple Airpods Headphones,969.0,150.0,2019,9,3,0,1,40.816979068425596,4792.973065543611,0.3646838527756444,7.789176522242515,1.0204081632653061,1,244,35,0,1,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1009.0,1220.0,1167.0,1322.0,1401.0,1066.0,134.85918581987696,969.0,1220.0,1208.1666666666667,209.72211773360195,969.0,1519.0,1276.8333333333333,310.04716161294306,814.0,1908.0,-0.03964321110009916,-40.0,-0.3083511777301927,-432.0,-198.0,-353.0,0.12639098952190905,0.1734435156997397,251.0,1401.0,1551.0,0.6243556701030928,11.465431180817845,19.43825838360587,2.5600038432670673,8206.236317814079,6265.436548051116,0.2909739690071153,0.37641995282442403,4.257150760937318,1.0204081632653061,0.0,14.88529318533628,0.0,0.3646838527756444,41.649978641250605,1366.0,0.7088514996342355,1.0,26212.0,25229.666666666668
2019-10-01,Apple,Apple Airpods Headphones,1671.0,150.0,2019,10,4,0,0,32.25724190849528,7720.419891776852,0.6071547122691381,4.152474186757605,1.0204081632653061,1,274,40,1,0,0,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,969.0,1009.0,1220.0,1519.0,1416.0,1216.3333333333333,394.2604891861894,969.0,1671.0,1233.5,258.3267310984291,969.0,1671.0,1298.0833333333333,328.6339379180354,814.0,1908.0,0.7244582043343653,702.0,0.18008474576271194,255.0,451.0,152.0,0.3238722528911742,0.2092561612785979,702.0,1416.0,1526.0,1.0943025540275049,40.816979068425596,28.17988405257957,-0.2097102077442029,4792.973065543611,6906.543091711513,0.3646838527756444,0.4209375113506326,7.789176522242515,1.0204081632653061,0.0,19.585136429548434,0.0,0.0,32.91555296785233,2387.0,0.699748743718593,1.0,27883.0,26446.0
2019-11-01,Apple,Apple Airpods Headphones,1513.0,150.0,2019,11,4,1,0,55.04483558131255,11178.42249196866,0.5484803539779618,4.049464211524986,1.0204081632653061,1,305,44,0,0,0,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1671.0,969.0,1009.0,1365.0,1601.0,1384.3333333333333,368.2625874743907,969.0,1671.0,1258.1666666666667,279.58570540474125,969.0,1671.0,1290.75,322.1784161271232,814.0,1908.0,-0.0945541591861161,-158.0,-0.0549656464709557,-88.0,504.0,148.0,0.2658295867235737,0.22204026901766347,702.0,1601.0,1928.0,0.7843442198030067,32.25724190849528,42.7063521860778,0.7064334185005419,7720.419891776852,7897.271816429707,0.6071547122691381,0.5067729730075814,4.152474186757605,1.0204081632653061,0.0,30.191010904297013,55.04483558131255,0.0,56.168199572767904,2178.0,0.6943552088113814,1.0,29396.0,27830.333333333332
2019-12-01,Apple,Apple Airpods Headphones,2076.0,150.0,2019,12,4,1,0,8.441589922292358,13255.419773903803,0.7967463115604092,3.098052662371268,1.0204081632653061,1,335,48,0,1,0,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1513.0,1671.0,969.0,1167.0,1908.0,1753.3333333333333,290.3899676871312,1513.0,2076.0,1409.6666666666667,427.4733519959655,969.0,2076.0,1304.75,353.5606222932124,814.0,2076.0,0.37210839391936545,563.0,0.08805031446540879,168.0,1107.0,909.0,0.16552724739908678,0.3030293137967619,563.0,1908.0,2196.0,0.9449248975876194,55.04483558131255,31.914555804033398,-0.8466415634974076,11178.42249196866,10718.087385883104,0.5484803539779618,0.650793792602503,4.049464211524986,1.0204081632653061,0.0,6.725805634291958,8.441589922292358,0.0,8.613867267645263,2982.0,0.6959436808581965,1.0,31472.0,29583.666666666668
2021-01-01,Apple,Apple Airpods Headphones,1060.0,156.0,2021,1,1,0,0,11.2757110269199,5236.3051028667105,0.40344342985523457,5.017743104068442,1.0612244897959184,1,1,53,1,0,1,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,2076.0,1513.0,1671.0,1220.0,814.0,1549.6666666666667,508.99148650378544,1060.0,2076.0,1383.0,446.249705882256,969.0,2076.0,1325.25,328.7829140108326,969.0,2076.0,-0.48940269749518306,-1016.0,0.3022113022113022,246.0,-611.0,-160.0,0.3282404255183483,0.3224347585854451,1016.0,814.0,1134.5,0.9335094671950682,8.441589922292358,24.9207121768416,0.3357330942057799,13255.419773903803,9890.049122913057,0.7967463115604092,0.5828900317978686,3.098052662371268,1.0204081632653061,0.040000000000000036,4.549111530757054,0.0,0.0,11.966060681629283,6787.0,0.15615792575132587,2.0,32532.0,31133.333333333332
2021-02-01,Apple,Apple Airpods Headphones,1091.0,156.0,2021,2,1,0,0,25.19543206629924,6914.633339901776,0.4715534186546025,6.818076494808284,1.0612244897959184,1,32,5,0,0,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1060.0,2076.0,1513.0,1009.0,1012.0,1409.0,577.8468655275374,1060.0,2076.0,1396.6666666666667,433.58074988018853,969.0,2076.0,1331.8333333333333,322.6745710276513,969.0,2076.0,0.029245283018867863,31.0,0.07806324110671947,79.0,-422.0,82.0,0.40982047200534566,0.3102175649035453,1016.0,1012.0,1155.0,0.9437716262975778,11.2757110269199,14.9709110051705,1.234487209378377,5236.3051028667105,8468.786072224097,0.40344342985523457,0.5572477200234155,5.017743104068442,1.0612244897959184,0.0,11.880992125343202,0.0,0.0,26.738009539746134,7457.0,0.14628586752480557,2.0,33623.0,32542.333333333332
2021-03-01,Apple,Apple Airpods Headphones,1324.0,156.0,2021,3,1,0,0,28.462934625001033,6355.993651663434,0.43010900835660837,7.206783856525993,1.0612244897959184,1,60,9,0,1,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1091.0,1060.0,2076.0,969.0,1322.0,1158.3333333333333,144.30638701503557,1060.0,1324.0,1455.8333333333333,385.0555371198636,1060.0,2076.0,1332.0,322.66954669388366,969.0,2076.0,0.21356553620531615,233.0,0.001512859304084735,2.0,-752.0,355.0,0.1244735943200422,0.26430994425342424,264.0,1322.0,1371.0,0.9650145772594753,25.19543206629924,21.64469257274006,0.12968630782372337,6914.633339901776,6168.977364810639,0.4715534186546025,0.4350352856221485,6.818076494808284,1.0612244897959184,0.0,12.242164586478166,0.0,0.0,30.205563275511302,7539.0,0.17559681697612733,2.0,34947.0,33700.666666666664
2021-04-01,Apple,Apple Airpods Headphones,1353.0,156.0,2021,4,2,1,0,20.603114696121132,9964.913917517535,0.4968079792422335,4.015352964600311,1.0612244897959184,1,91,13,1,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1324.0,1091.0,1060.0,1671.0,1519.0,1256.0,143.627991700782,1091.0,1353.0,1402.8333333333333,371.1503289324511,1060.0,2076.0,1318.1666666666667,317.43971033405654,969.0,2076.0,0.021903323262839836,29.0,-0.10928242264647792,-166.0,293.0,-318.0,0.1142625232305346,0.2643834706867751,262.0,1519.0,1437.5,0.940563086548488,28.462934625001033,24.753827129140472,-0.27614228934693397,6355.993651663434,7745.180303027581,0.43010900835660837,0.46615680208448146,7.206783856525993,1.0612244897959184,0.0,10.235791778275903,20.603114696121132,0.0,21.86452988159794,9583.0,0.1411727879799666,2.0,36300.0,34956.666666666664
